First,First_Type_1,First_Type_2,First_HP,First_Attack,First_Defense,First_Sp_Atk,First_Sp_Def,First_Speed,First_Legendary,Second,Second_Type_1,Second_Type_2,Second_HP,Second_Attack,Second_Defense,Second_Sp_Atk,Second_Sp_Def,Second_Speed,Second_Legendary
580,5.0,12.0,62,77,62,50,42,65,0.0,676,1.0,7.0,95,110,80,70,80,50,0.0
789,,,55,69,85,32,35,28,,726,9.0,12.0,54,63,52,83,56,97,0.0
420,14.0,12.0,80,90,80,130,110,110,1.0,718,0.0,12.0,71,120,95,120,95,99,0.0
83,17.0,15.0,80,120,130,55,65,45,0.0,499,9.0,11.0,70,145,88,140,70,112,0.0
526,14.0,12.0,85,80,70,135,75,90,1.0,159,14.0,12.0,90,100,90,125,85,90,0.0
115,10.0,16.0,50,120,53,35,110,87,0.0,56,12.0,12.0,10,55,25,35,45,95,0.0
358,12.0,12.0,80,45,65,90,110,80,0.0,636,0.0,12.0,45,30,50,55,65,45,0.0
54,10.0,12.0,60,55,50,40,55,45,0.0,532,12.0,12.0,50,50,77,95,77,91,1.0
534,8.0,2.0,50,65,107,105,107,86,1.0,798,,,80,110,60,150,130,70,
768,8.0,9.0,82,121,119,69,59,71,0.0,179,3.0,12.0,100,50,50,76,96,70,0.0
94,8.0,14.0,65,45,55,45,70,45,0.0,724,4.0,12.0,75,69,72,114,100,104,0.0
795,,,108,100,121,81,95,95,,437,0.0,12.0,64,78,52,78,52,81,0.0
313,12.0,4.0,80,80,80,55,55,90,0.0,432,12.0,7.0,50,95,90,95,90,180,0.0
305,12.0,12.0,38,35,35,65,55,50,0.0,251,6.0,12.0,90,60,60,40,40,40,0.0
269,6.0,5.0,100,164,150,95,120,71,0.0,289,9.0,1.0,45,45,35,20,30,20,0.0
593,0.0,14.0,75,80,55,25,35,35,0.0,733,14.0,12.0,38,35,40,27,25,35,0.0
568,12.0,7.0,85,110,90,45,90,80,0.0,428,17.0,12.0,100,100,100,100,100,100,0.0
290,9.0,1.0,50,35,55,25,25,15,0.0,287,17.0,9.0,38,30,41,30,41,60,0.0
762,2.0,12.0,65,75,90,97,123,44,0.0,733,14.0,12.0,38,35,40,27,25,35,0.0
217,16.0,10.0,48,72,48,72,48,48,0.0,100,14.0,12.0,30,35,30,100,35,80,0.0
668,2.0,12.0,75,75,75,125,95,40,0.0,87,12.0,7.0,95,75,110,100,80,30,0.0
165,6.0,12.0,106,150,70,194,120,140,0.0,49,0.0,9.0,45,50,55,75,65,30,0.0
123,17.0,12.0,65,55,115,100,40,60,0.0,771,8.0,9.0,95,65,65,110,130,60,0.0
261,14.0,7.0,95,80,105,40,70,100,1.0,154,2.0,12.0,80,105,65,60,75,130,0.0
225,0.0,5.0,75,125,230,55,95,30,0.0,640,17.0,8.0,65,40,50,125,60,30,0.0
313,12.0,4.0,80,80,80,55,55,90,0.0,103,3.0,12.0,60,65,80,170,95,130,0.0
106,9.0,15.0,85,73,70,73,115,67,0.0,505,9.0,12.0,83,106,65,86,65,85,0.0
453,0.0,7.0,60,70,65,125,105,90,0.0,614,15.0,7.0,95,117,80,65,70,92,0.0
107,10.0,12.0,30,105,90,25,25,50,0.0,48,9.0,14.0,75,80,70,65,75,90,0.0
722,6.0,13.0,40,45,40,62,60,60,0.0,590,0.0,9.0,110,135,60,50,65,88,0.0
559,9.0,12.0,90,93,55,70,55,55,0.0,431,12.0,7.0,50,70,160,70,160,90,0.0
141,6.0,12.0,95,125,79,60,100,81,0.0,727,9.0,12.0,72,95,67,103,71,122,0.0
490,13.0,0.0,76,65,45,92,42,91,0.0,239,1.0,6.0,50,50,40,30,30,50,0.0
490,13.0,0.0,76,65,45,92,42,91,0.0,340,17.0,1.0,70,75,80,135,80,135,0.0
373,17.0,12.0,110,78,73,76,71,60,0.0,128,11.0,15.0,45,67,60,35,50,63,0.0
3,9.0,14.0,80,82,83,100,100,80,0.0,730,12.0,12.0,45,50,43,40,38,62,0.0
502,3.0,17.0,40,50,90,30,55,65,0.0,91,13.0,12.0,52,65,55,58,62,60,0.0
714,12.0,10.0,91,72,90,129,90,108,0.0,104,3.0,12.0,35,45,160,30,45,70,0.0
788,,,85,100,122,58,75,54,,276,1.0,12.0,70,110,75,145,85,145,0.0
459,17.0,12.0,60,59,85,79,105,36,0.0,16,0.0,14.0,60,45,50,90,80,70,0.0
432,12.0,7.0,50,95,90,95,90,180,0.0,143,15.0,18.0,130,85,80,85,95,60,0.0
724,4.0,12.0,75,69,72,114,100,104,0.0,2,9.0,14.0,60,62,63,80,80,60,0.0
648,16.0,12.0,80,100,70,60,70,95,0.0,533,8.0,2.0,50,65,107,105,107,86,1.0
250,3.0,12.0,75,95,95,95,95,85,0.0,357,2.0,4.0,60,25,35,70,80,60,0.0
155,2.0,7.0,80,135,85,70,95,150,0.0,439,3.0,12.0,53,51,53,61,56,40,0.0
447,0.0,12.0,37,25,41,25,41,25,0.0,20,12.0,7.0,65,150,40,15,80,145,0.0
366,10.0,15.0,75,70,90,70,105,80,0.0,371,15.0,0.0,70,95,85,55,65,70,0.0
337,13.0,12.0,60,100,85,80,85,100,0.0,770,8.0,9.0,123,77,72,99,92,58,0.0
358,12.0,12.0,80,45,65,90,110,80,0.0,765,8.0,9.0,44,38,33,61,43,70,0.0
198,12.0,12.0,75,80,95,90,100,50,0.0,110,5.0,12.0,60,50,70,80,80,140,0.0
152,6.0,7.0,30,80,90,55,45,55,1.0,760,2.0,12.0,72,105,115,54,86,68,0.0
164,6.0,12.0,106,190,100,154,100,130,0.0,577,10.0,17.0,76,25,45,67,55,24,0.0
174,0.0,7.0,65,80,80,59,63,58,0.0,646,16.0,12.0,71,95,85,110,95,79,0.0
438,3.0,12.0,76,104,71,104,71,108,0.0,59,5.0,12.0,65,70,60,65,65,115,0.0
614,15.0,7.0,95,117,80,65,70,92,0.0,443,15.0,12.0,55,75,50,40,40,80,0.0
789,,,55,69,85,32,35,28,,127,0.0,7.0,55,65,95,95,45,85,0.0
504,10.0,16.0,48,61,40,61,40,50,0.0,421,14.0,12.0,80,130,100,160,120,110,1.0
565,14.0,12.0,60,85,69,60,69,77,0.0,214,12.0,12.0,60,85,42,85,42,91,0.0
158,14.0,12.0,90,90,85,125,90,100,1.0,635,3.0,7.0,75,95,60,65,60,115,0.0
386,11.0,12.0,44,75,35,63,33,45,0.0,21,12.0,7.0,40,45,40,35,35,56,0.0
408,2.0,15.0,65,95,100,60,50,50,1.0,404,16.0,15.0,55,84,105,114,75,52,0.0
349,12.0,12.0,70,120,40,95,40,95,0.0,440,3.0,12.0,64,66,68,81,76,50,0.0
410,2.0,15.0,95,145,130,120,90,120,1.0,295,14.0,4.0,60,50,50,60,70,50,0.0
83,17.0,15.0,80,120,130,55,65,45,0.0,569,3.0,12.0,41,50,37,50,37,66,0.0
249,11.0,15.0,75,90,90,140,90,115,0.0,411,17.0,12.0,40,55,80,35,60,30,1.0
173,0.0,7.0,50,65,64,44,48,43,0.0,609,14.0,7.0,45,35,50,70,50,30,0.0
770,8.0,9.0,123,77,72,99,92,58,0.0,572,15.0,12.0,75,98,63,98,63,101,0.0
51,0.0,14.0,75,80,85,110,90,50,0.0,473,16.0,15.0,90,50,34,60,44,70,0.0
452,0.0,7.0,40,30,35,50,70,55,0.0,106,9.0,15.0,85,73,70,73,115,67,0.0
550,17.0,12.0,70,90,90,135,90,125,0.0,769,8.0,9.0,77,59,50,67,63,46,0.0
525,3.0,9.0,110,130,80,70,60,80,0.0,740,4.0,12.0,78,65,68,112,154,75,0.0
464,12.0,12.0,70,80,102,80,102,40,0.0,762,2.0,12.0,65,75,90,97,123,44,0.0
147,15.0,7.0,65,65,60,110,95,130,0.0,798,,,80,110,60,150,130,70,
572,15.0,12.0,75,98,63,98,63,101,0.0,45,13.0,7.0,115,45,20,45,25,20,0.0
569,3.0,12.0,41,50,37,50,37,66,0.0,741,4.0,12.0,66,65,48,62,57,52,0.0
193,15.0,12.0,65,75,70,95,70,95,0.0,28,13.0,12.0,65,90,65,61,61,100,0.0
247,5.0,12.0,45,60,30,80,50,65,0.0,445,15.0,17.0,59,45,40,35,40,31,0.0
511,11.0,12.0,90,92,75,92,85,60,0.0,280,0.0,12.0,80,160,80,130,80,100,0.0
435,12.0,18.0,95,109,105,75,85,56,0.0,44,13.0,7.0,73,76,75,81,100,100,0.0
794,,,126,131,95,131,98,99,,359,13.0,12.0,60,60,60,60,60,60,0.0
196,9.0,7.0,90,75,85,115,90,55,0.0,758,3.0,4.0,86,92,88,68,75,73,0.0
470,14.0,12.0,76,48,48,57,62,34,0.0,410,2.0,15.0,95,145,130,120,90,120,1.0
631,11.0,12.0,80,95,82,60,82,75,0.0,164,6.0,12.0,106,190,100,154,100,130,0.0
451,0.0,7.0,80,120,79,95,79,70,0.0,790,,,95,117,184,44,46,28,
211,12.0,15.0,95,85,85,65,65,35,0.0,442,9.0,14.0,40,55,30,30,30,60,0.0
773,11.0,12.0,67,58,57,81,67,101,0.0,582,5.0,12.0,45,60,32,50,32,76,0.0
403,16.0,15.0,55,104,105,94,75,52,0.0,59,5.0,12.0,65,70,60,65,65,115,0.0
401,16.0,15.0,110,80,90,95,90,65,0.0,413,10.0,12.0,80,135,130,95,90,70,1.0
228,6.0,12.0,65,95,75,55,55,85,0.0,679,0.0,17.0,80,70,40,100,60,145,0.0
753,15.0,2.0,78,52,60,63,65,23,0.0,196,9.0,7.0,90,75,85,115,90,55,0.0
578,12.0,12.0,116,55,85,107,95,29,0.0,434,12.0,12.0,75,89,85,55,65,36,0.0
210,14.0,12.0,55,45,45,25,25,15,0.0,40,4.0,12.0,81,102,77,85,75,85,0.0
38,13.0,10.0,46,57,40,40,40,50,0.0,716,6.0,7.0,100,77,77,128,128,90,0.0
18,0.0,14.0,45,25,50,25,25,35,0.0,458,9.0,12.0,40,29,45,29,45,36,0.0
538,1.0,12.0,75,75,130,75,130,95,1.0,742,1.0,15.0,123,100,62,97,81,68,0.0
702,12.0,5.0,91,90,72,90,129,108,0.0,627,14.0,12.0,74,108,133,83,65,32,0.0
403,16.0,15.0,55,104,105,94,75,52,0.0,412,17.0,12.0,60,75,100,55,80,50,1.0
517,15.0,17.0,100,100,125,110,50,50,0.0,136,17.0,1.0,65,95,57,100,85,93,0.0
465,12.0,12.0,60,45,70,45,90,95,0.0,89,17.0,11.0,25,35,70,95,55,45,0.0
505,9.0,12.0,83,106,65,86,65,85,0.0,502,3.0,17.0,40,50,90,30,55,65,0.0
601,10.0,1.0,45,53,70,40,60,42,0.0,644,9.0,17.0,36,50,50,65,60,44,0.0
459,17.0,12.0,60,59,85,79,105,36,0.0,84,3.0,17.0,50,85,55,65,65,90,0.0
548,17.0,12.0,80,80,80,80,80,80,0.0,525,3.0,9.0,110,130,80,70,60,80,0.0
707,6.0,12.0,100,120,100,150,120,90,0.0,521,3.0,6.0,86,76,86,116,56,95,0.0
14,0.0,12.0,45,30,35,20,20,45,0.0,62,6.0,12.0,40,80,35,35,45,70,0.0
728,5.0,12.0,38,36,38,32,36,57,0.0,501,1.0,11.0,108,112,118,68,72,47,0.0
182,4.0,12.0,40,60,40,40,40,30,0.0,246,12.0,12.0,65,80,140,40,70,70,0.0
741,4.0,12.0,66,65,48,62,57,52,0.0,117,9.0,12.0,90,55,75,60,75,30,0.0
29,13.0,12.0,35,60,44,40,54,55,0.0,431,12.0,7.0,50,70,160,70,160,90,0.0
719,0.0,12.0,56,61,65,48,45,38,0.0,574,14.0,7.0,75,98,63,98,63,101,0.0
209,14.0,12.0,65,65,45,75,45,95,0.0,477,12.0,12.0,65,136,94,54,96,135,0.0
492,13.0,5.0,58,70,45,40,45,42,0.0,37,13.0,12.0,90,92,87,75,85,76,0.0
425,6.0,12.0,100,180,160,150,90,90,0.0,43,12.0,4.0,38,41,40,50,65,65,0.0
207,17.0,15.0,30,30,30,30,30,30,0.0,284,0.0,14.0,100,150,110,95,110,70,0.0
749,17.0,12.0,45,80,100,35,37,28,0.0,512,10.0,7.0,90,132,105,132,105,30,0.0
539,9.0,12.0,80,105,105,105,105,80,1.0,153,2.0,12.0,60,115,105,65,70,80,0.0
152,6.0,7.0,30,80,90,55,45,55,1.0,159,14.0,12.0,90,100,90,125,85,90,0.0
738,4.0,12.0,44,38,39,61,79,42,0.0,18,0.0,14.0,45,25,50,25,25,35,0.0
182,4.0,12.0,40,60,40,40,40,30,0.0,579,12.0,4.0,50,55,50,36,30,43,0.0
69,5.0,12.0,25,20,15,105,55,90,0.0,302,9.0,5.0,40,30,30,55,30,85,0.0
173,0.0,7.0,50,65,64,44,48,43,0.0,713,12.0,12.0,125,120,90,170,100,95,0.0
488,10.0,12.0,20,25,45,70,90,60,0.0,199,9.0,12.0,70,20,50,20,50,40,0.0
683,0.0,6.0,77,120,90,60,90,48,0.0,506,3.0,12.0,74,100,72,90,72,46,0.0
2,9.0,14.0,60,62,63,80,80,60,0.0,619,1.0,12.0,50,65,85,35,35,55,0.0
735,16.0,8.0,80,52,50,90,50,89,0.0,255,6.0,12.0,55,20,35,20,45,75,1.0
70,5.0,12.0,40,35,30,120,70,105,0.0,800,,,80,110,120,130,90,70,
120,17.0,12.0,80,85,95,30,30,25,0.0,67,14.0,12.0,65,65,65,50,50,90,0.0
738,4.0,12.0,44,38,39,61,79,42,0.0,610,8.0,12.0,70,60,75,110,75,90,0.0
68,14.0,12.0,90,95,95,70,90,70,0.0,397,2.0,12.0,80,80,80,80,80,80,0.0
540,9.0,7.0,75,125,70,125,70,115,1.0,714,12.0,10.0,91,72,90,129,90,108,0.0
184,14.0,7.0,85,90,80,70,80,130,0.0,197,9.0,7.0,90,95,105,165,110,45,0.0
577,10.0,17.0,76,25,45,67,55,24,0.0,58,17.0,12.0,40,45,35,40,40,90,0.0
750,3.0,13.0,59,110,150,45,49,35,0.0,29,13.0,12.0,35,60,44,40,54,55,0.0
391,11.0,18.0,99,68,83,72,87,51,0.0,640,17.0,8.0,65,40,50,125,60,30,0.0
211,12.0,15.0,95,85,85,65,65,35,0.0,737,16.0,8.0,86,68,72,109,66,106,0.0
462,8.0,7.0,70,94,50,94,50,66,0.0,694,10.0,7.0,58,109,112,48,48,109,1.0
337,13.0,12.0,60,100,85,80,85,100,0.0,147,15.0,7.0,65,65,60,110,95,130,0.0
459,17.0,12.0,60,59,85,79,105,36,0.0,644,9.0,17.0,36,50,50,65,60,44,0.0
615,15.0,7.0,70,90,45,15,45,50,0.0,652,14.0,12.0,69,55,45,55,55,15,0.0
786,,,55,85,122,58,75,99,,180,4.0,12.0,40,20,30,40,80,55,0.0
247,5.0,12.0,45,60,30,80,50,65,0.0,594,9.0,4.0,85,105,85,40,50,40,0.0
536,17.0,12.0,50,65,107,105,107,86,0.0,720,0.0,7.0,61,78,95,56,58,57,0.0
729,5.0,1.0,85,56,77,50,77,78,0.0,586,5.0,12.0,85,135,130,60,80,25,0.0
715,12.0,7.0,91,72,90,129,90,108,0.0,80,6.0,12.0,80,70,65,80,120,100,0.0
516,14.0,5.0,115,140,130,55,55,40,0.0,740,4.0,12.0,78,65,68,112,154,75,0.0
440,3.0,12.0,64,66,68,81,76,50,0.0,525,3.0,9.0,110,130,80,70,60,80,0.0
174,0.0,7.0,65,80,80,59,63,58,0.0,410,2.0,15.0,95,145,130,120,90,120,1.0
634,12.0,9.0,55,50,40,40,40,75,0.0,424,9.0,10.0,100,150,140,100,90,90,0.0
252,12.0,12.0,90,120,120,60,60,50,0.0,797,,,50,160,110,160,110,110,
317,1.0,8.0,1,90,45,30,30,40,0.0,294,17.0,7.0,40,30,30,40,50,30,0.0
463,8.0,7.0,30,30,42,30,42,70,0.0,790,,,95,117,184,44,46,28,
770,8.0,9.0,123,77,72,99,92,58,0.0,7,6.0,7.0,78,84,78,109,85,100,0.0
110,5.0,12.0,60,50,70,80,80,140,0.0,783,14.0,1.0,54,66,70,44,55,46,1.0
454,3.0,12.0,67,125,40,30,30,58,0.0,469,12.0,12.0,70,60,70,87,78,85,0.0
241,17.0,2.0,55,55,85,65,85,35,0.0,731,14.0,12.0,62,73,55,56,52,84,0.0
688,7.0,12.0,95,110,95,40,95,55,1.0,190,9.0,12.0,35,20,65,40,65,20,0.0
271,6.0,5.0,106,130,90,110,154,90,0.0,21,12.0,7.0,40,45,40,35,35,56,0.0
738,4.0,12.0,44,38,39,61,79,42,0.0,789,,,55,69,85,32,35,28,
476,14.0,4.0,65,76,84,54,96,105,0.0,223,0.0,16.0,65,75,105,35,65,85,0.0
574,14.0,7.0,75,98,63,98,63,101,0.0,283,0.0,12.0,100,110,90,85,90,60,0.0
621,12.0,12.0,50,75,70,35,70,48,0.0,551,12.0,12.0,100,100,100,100,100,100,0.0
723,4.0,12.0,59,59,58,90,70,73,0.0,617,13.0,12.0,105,30,105,140,105,55,0.0
1,9.0,14.0,45,49,49,65,65,45,0.0,679,0.0,17.0,80,70,40,100,60,145,0.0
595,9.0,4.0,105,140,95,55,65,45,0.0,131,0.0,12.0,60,75,85,100,85,115,0.0
433,12.0,7.0,55,68,64,45,55,31,0.0,339,17.0,1.0,70,75,60,105,60,105,0.0
247,5.0,12.0,45,60,30,80,50,65,0.0,452,0.0,7.0,40,30,35,50,70,55,0.0
19,0.0,14.0,65,90,40,45,80,75,0.0,709,6.0,15.0,89,125,90,115,80,101,0.0
410,2.0,15.0,95,145,130,120,90,120,1.0,278,12.0,12.0,60,85,60,85,60,55,0.0
103,3.0,12.0,60,65,80,170,95,130,0.0,142,12.0,12.0,95,155,109,70,130,81,0.0
37,13.0,12.0,90,92,87,75,85,76,0.0,337,13.0,12.0,60,100,85,80,85,100,0.0
453,0.0,7.0,60,70,65,125,105,90,0.0,29,13.0,12.0,35,60,44,40,54,55,0.0
73,9.0,14.0,70,80,50,35,35,35,0.0,113,13.0,12.0,50,50,95,40,50,35,0.0
374,12.0,12.0,43,80,65,50,35,35,0.0,87,12.0,7.0,95,75,110,100,80,30,0.0
634,12.0,9.0,55,50,40,40,40,75,0.0,784,6.0,18.0,59,66,70,44,55,41,1.0
681,1.0,2.0,45,85,50,55,50,65,0.0,790,,,95,117,184,44,46,28,
181,12.0,4.0,55,35,50,55,110,85,0.0,765,8.0,9.0,44,38,33,61,43,70,0.0
584,17.0,10.0,55,75,85,25,25,15,0.0,498,9.0,11.0,70,110,70,115,70,90,0.0
586,5.0,12.0,85,135,130,60,80,25,0.0,590,0.0,9.0,110,135,60,50,65,88,0.0
732,14.0,12.0,78,81,71,74,69,126,0.0,1,9.0,14.0,45,49,49,65,65,45,0.0
478,12.0,7.0,60,60,60,105,105,105,0.0,524,3.0,7.0,75,95,125,45,75,95,0.0
734,16.0,8.0,45,22,60,27,30,29,0.0,19,0.0,14.0,65,90,40,45,80,75,0.0
634,12.0,9.0,55,50,40,40,40,75,0.0,348,14.0,12.0,45,90,20,65,20,65,0.0
567,12.0,7.0,65,80,65,35,65,60,0.0,755,15.0,11.0,62,48,66,59,57,49,0.0
354,9.0,1.0,70,100,70,105,75,40,0.0,82,17.0,15.0,55,95,115,45,45,35,0.0
417,16.0,15.0,80,75,150,75,150,50,1.0,783,14.0,1.0,54,66,70,44,55,46,1.0
420,14.0,12.0,80,90,80,130,110,110,1.0,85,12.0,7.0,65,100,70,80,80,105,0.0
610,8.0,12.0,70,60,75,110,75,90,0.0,215,10.0,7.0,95,75,80,100,110,30,0.0
350,10.0,12.0,70,140,70,110,65,105,0.0,160,9.0,12.0,41,64,45,50,50,50,0.0
122,17.0,12.0,250,5,5,35,105,50,0.0,588,0.0,9.0,67,57,55,77,55,114,0.0
159,14.0,12.0,90,100,90,125,85,90,0.0,77,15.0,10.0,65,90,50,85,45,55,0.0
398,2.0,12.0,80,120,80,120,80,100,0.0,598,17.0,12.0,105,95,75,85,75,74,0.0
300,0.0,7.0,40,55,30,30,30,85,0.0,704,9.0,12.0,79,100,80,110,90,121,0.0
508,4.0,7.0,69,69,76,69,86,91,0.0,293,17.0,7.0,60,50,70,50,90,65,0.0
763,16.0,4.0,50,53,62,58,63,44,0.0,685,16.0,5.0,89,124,80,55,80,55,1.0
428,17.0,12.0,100,100,100,100,100,100,0.0,203,17.0,10.0,35,35,40,35,55,50,0.0
509,0.0,7.0,45,20,50,60,120,50,0.0,199,9.0,12.0,70,20,50,20,50,40,0.0
106,9.0,15.0,85,73,70,73,115,67,0.0,592,0.0,14.0,103,60,126,80,126,50,0.0
550,17.0,12.0,70,90,90,135,90,125,0.0,394,17.0,12.0,65,150,60,115,60,115,0.0
310,12.0,12.0,60,40,60,40,60,35,0.0,48,9.0,14.0,75,80,70,65,75,90,0.0
80,6.0,12.0,80,70,65,80,120,100,0.0,314,15.0,12.0,150,160,100,95,65,100,0.0
463,8.0,7.0,30,30,42,30,42,70,0.0,203,17.0,10.0,35,35,40,35,55,50,0.0
484,12.0,12.0,103,93,67,71,61,84,0.0,9,6.0,7.0,78,104,78,159,115,100,0.0
700,17.0,5.0,91,90,129,90,72,108,0.0,49,0.0,9.0,45,50,55,75,65,30,0.0
437,0.0,12.0,64,78,52,78,52,81,0.0,533,8.0,2.0,50,65,107,105,107,86,1.0
73,9.0,14.0,70,80,50,35,35,35,0.0,485,5.0,12.0,57,24,86,24,86,23,0.0
627,14.0,12.0,74,108,133,83,65,32,0.0,314,15.0,12.0,150,160,100,95,65,100,0.0
216,16.0,10.0,60,60,60,85,85,85,0.0,657,2.0,12.0,50,47,50,57,50,65,0.0
126,14.0,4.0,30,40,70,70,25,60,0.0,617,13.0,12.0,105,30,105,140,105,55,0.0
632,11.0,12.0,40,65,40,80,40,65,0.0,707,6.0,12.0,100,120,100,150,120,90,0.0
692,2.0,6.0,110,65,105,55,95,80,1.0,331,3.0,12.0,50,70,100,40,40,30,0.0
11,17.0,12.0,59,63,80,65,80,58,0.0,309,12.0,12.0,70,60,62,80,82,60,0.0
483,2.0,10.0,63,63,47,41,41,74,0.0,22,12.0,7.0,63,60,55,50,50,71,0.0
665,10.0,3.0,65,85,70,75,70,40,0.0,170,12.0,12.0,39,52,43,60,50,65,0.0
540,9.0,7.0,75,125,70,125,70,115,1.0,337,13.0,12.0,60,100,85,80,85,100,0.0
39,4.0,12.0,61,72,57,55,55,65,0.0,299,0.0,18.0,90,100,60,90,60,80,0.0
761,2.0,12.0,50,60,60,60,60,30,0.0,762,2.0,12.0,65,75,90,97,123,44,0.0
441,9.0,14.0,84,86,88,111,101,60,0.0,1,9.0,14.0,45,49,49,65,65,45,0.0
434,12.0,12.0,75,89,85,55,65,36,0.0,137,17.0,11.0,65,125,100,55,70,85,0.0
700,17.0,5.0,91,90,129,90,72,108,0.0,433,12.0,7.0,55,68,64,45,55,31,0.0
52,0.0,14.0,35,70,55,45,55,25,0.0,379,8.0,12.0,86,81,97,81,107,43,0.0
158,14.0,12.0,90,90,85,125,90,100,1.0,171,12.0,7.0,58,64,58,80,65,80,0.0
769,8.0,9.0,77,59,50,67,63,46,0.0,374,12.0,12.0,43,80,65,50,35,35,0.0
789,,,55,69,85,32,35,28,,690,3.0,7.0,100,123,75,57,75,80,1.0
393,17.0,12.0,65,130,60,75,60,75,0.0,255,6.0,12.0,55,20,35,20,45,75,1.0
307,0.0,7.0,68,85,65,165,135,100,0.0,741,4.0,12.0,66,65,48,62,57,52,0.0
528,14.0,12.0,68,165,95,65,115,110,1.0,492,13.0,5.0,58,70,45,40,45,42,0.0
212,0.0,12.0,65,65,60,130,95,110,0.0,24,12.0,12.0,83,80,80,135,80,121,0.0
99,14.0,12.0,50,95,180,85,45,70,0.0,173,0.0,7.0,50,65,64,44,48,43,0.0
58,17.0,12.0,40,45,35,40,40,90,0.0,253,12.0,12.0,85,80,90,105,95,60,0.0
226,1.0,11.0,60,80,50,40,40,30,0.0,289,9.0,1.0,45,45,35,20,30,20,0.0
365,17.0,1.0,45,40,60,40,75,50,0.0,609,14.0,7.0,45,35,50,70,50,30,0.0
409,2.0,15.0,95,135,80,110,80,100,1.0,532,12.0,12.0,50,50,77,95,77,91,1.0
647,16.0,12.0,60,60,50,40,50,75,0.0,294,17.0,7.0,40,30,30,40,50,30,0.0
15,0.0,7.0,50,20,55,25,25,30,0.0,756,4.0,12.0,82,80,86,85,75,72,0.0
196,9.0,7.0,90,75,85,115,90,55,0.0,774,11.0,12.0,50,50,150,50,150,50,0.0
265,9.0,12.0,100,75,115,90,115,85,0.0,68,14.0,12.0,90,95,95,70,90,70,0.0
564,14.0,12.0,45,55,39,35,39,42,0.0,749,17.0,12.0,45,80,100,35,37,28,0.0
750,3.0,13.0,59,110,150,45,49,35,0.0,248,5.0,12.0,75,90,50,110,80,95,0.0
142,12.0,12.0,95,155,109,70,130,81,0.0,107,10.0,12.0,30,105,90,25,25,50,0.0
427,6.0,5.0,105,180,100,180,100,115,0.0,404,16.0,15.0,55,84,105,114,75,52,0.0
454,3.0,12.0,67,125,40,30,30,58,0.0,302,9.0,5.0,40,30,30,55,30,85,0.0
323,16.0,16.0,50,20,40,20,40,20,0.0,574,14.0,7.0,75,98,63,98,63,101,0.0
262,6.0,7.0,255,10,10,75,135,55,1.0,67,14.0,12.0,65,65,65,50,50,90,0.0
710,17.0,12.0,89,145,90,105,80,91,0.0,434,12.0,12.0,75,89,85,55,65,36,0.0
291,12.0,7.0,60,70,50,100,50,65,0.0,666,5.0,12.0,85,115,80,105,80,50,0.0
233,17.0,12.0,80,185,115,40,105,75,0.0,445,15.0,17.0,59,45,40,35,40,31,0.0
126,14.0,4.0,30,40,70,70,25,60,0.0,494,9.0,12.0,108,130,95,80,85,102,0.0
252,12.0,12.0,90,120,120,60,60,50,0.0,108,10.0,12.0,55,130,115,50,50,75,0.0
69,5.0,12.0,25,20,15,105,55,90,0.0,212,0.0,12.0,65,65,60,130,95,110,0.0
120,17.0,12.0,80,85,95,30,30,25,0.0,342,17.0,12.0,60,40,50,75,85,95,0.0
224,0.0,5.0,75,85,200,55,65,30,0.0,173,0.0,7.0,50,65,64,44,48,43,0.0
695,10.0,7.0,52,65,50,45,50,38,1.0,94,8.0,14.0,65,45,55,45,70,45,0.0
672,1.0,17.0,46,87,60,30,40,57,0.0,355,12.0,7.0,70,120,100,145,105,20,0.0
409,2.0,15.0,95,135,80,110,80,100,1.0,254,3.0,12.0,73,95,62,85,65,85,1.0
195,9.0,7.0,70,55,55,80,60,45,0.0,607,1.0,5.0,40,27,60,37,50,66,0.0
528,14.0,12.0,68,165,95,65,115,110,1.0,327,5.0,15.0,50,75,75,65,65,50,0.0
127,0.0,7.0,55,65,95,95,45,85,0.0,81,17.0,15.0,40,80,100,30,30,20,0.0
698,2.0,11.0,55,85,55,50,55,60,1.0,336,13.0,12.0,60,60,75,60,75,80,0.0
422,9.0,12.0,100,100,90,150,140,90,0.0,705,9.0,12.0,79,115,70,125,80,111,0.0
432,12.0,7.0,50,95,90,95,90,180,0.0,397,2.0,12.0,80,80,80,80,80,80,0.0
409,2.0,15.0,95,135,80,110,80,100,1.0,376,8.0,12.0,40,40,55,40,70,55,0.0
582,5.0,12.0,45,60,32,50,32,76,0.0,424,9.0,10.0,100,150,140,100,90,90,0.0
521,3.0,6.0,86,76,86,116,56,95,0.0,268,6.0,12.0,100,134,110,95,100,61,0.0
304,12.0,12.0,28,25,25,45,35,40,0.0,708,6.0,12.0,100,150,120,120,100,90,0.0
385,14.0,12.0,60,90,70,60,120,40,0.0,492,13.0,5.0,58,70,45,40,45,42,0.0
560,6.0,12.0,110,123,65,100,65,65,0.0,70,5.0,12.0,40,35,30,120,70,105,0.0
545,6.0,12.0,150,100,120,100,120,90,0.0,149,12.0,12.0,65,60,70,85,75,40,0.0
68,14.0,12.0,90,95,95,70,90,70,0.0,362,17.0,10.0,80,100,80,80,80,100,0.0
672,1.0,17.0,46,87,60,30,40,57,0.0,732,14.0,12.0,78,81,71,74,69,126,0.0
